train_loss,train_acc,epoch,step,dev_loss,dev_acc_haha
0.6632704138755798,0.78125,0,49,,
0.4014744758605957,0.9375,0,99,,
0.48379412293434143,0.875,0,149,,
0.5455614328384399,0.90625,0,199,,
0.23720645904541016,0.96875,0,249,,
0.29916489124298096,0.9375,0,299,,
0.29220351576805115,0.9375,0,349,,
0.2691507339477539,0.90625,0,399,,
0.611741304397583,0.78125,0,449,,
0.5174221992492676,0.875,0,499,,
0.29179880023002625,0.9375,0,549,,
0.615219235420227,0.78125,0,599,,
0.1508290320634842,0.96875,0,649,,
0.11869965493679047,0.96875,0,699,,
0.128817617893219,1.0,0,749,,
0.585848867893219,0.8125,0,799,,
0.11677584052085876,1.0,0,849,,
0.24773992598056793,0.90625,0,899,,
0.40674638748168945,0.9375,0,949,,
0.43751388788223267,0.84375,0,999,,
0.31494060158729553,0.90625,0,1049,,
0.43308478593826294,0.875,0,1099,,
0.18582764267921448,0.9375,0,1149,,
0.316826730966568,0.875,0,1199,,
0.21792742609977722,0.90625,0,1249,,
0.5142471790313721,0.9375,0,1299,,
0.21746361255645752,0.9375,0,1349,,
0.30782774090766907,0.9375,0,1399,,
0.2728739380836487,0.9375,0,1449,,
0.12870244681835175,0.9375,0,1499,,
,,0,1499,0.2901446223258972,0.9142500162124634
0.2428491860628128,0.90625,1,1549,,
0.21469560265541077,0.9375,1,1599,,
0.34761667251586914,0.84375,1,1649,,
0.3036193251609802,0.90625,1,1699,,
0.08872770518064499,1.0,1,1749,,
0.30123472213745117,0.90625,1,1799,,
0.5955924987792969,0.90625,1,1849,,
0.25088730454444885,0.90625,1,1899,,
0.3906017243862152,0.84375,1,1949,,
0.15982462465763092,0.90625,1,1999,,
0.18836553394794464,0.96875,1,2049,,
0.13251352310180664,0.9375,1,2099,,
0.09164687991142273,1.0,1,2149,,
0.2596946060657501,0.9375,1,2199,,
0.8184643983840942,0.84375,1,2249,,
0.06926821917295456,1.0,1,2299,,
0.23256507515907288,0.9375,1,2349,,
0.3693512976169586,0.90625,1,2399,,
0.37649065256118774,0.90625,1,2449,,
0.10878453403711319,0.96875,1,2499,,
0.35596394538879395,0.90625,1,2549,,
0.6089829206466675,0.875,1,2599,,
0.1287779062986374,0.9375,1,2649,,
0.33019694685935974,0.9375,1,2699,,
0.3125944435596466,0.8125,1,2749,,
0.1225930005311966,0.96875,1,2799,,
0.2023741602897644,0.9375,1,2849,,
0.624932587146759,0.875,1,2899,,
0.26725828647613525,0.96875,1,2949,,
0.3957400321960449,0.84375,1,2999,,
,,1,2999,0.28223979473114014,0.9194999933242798
0.36669084429740906,0.8125,2,3049,,
0.16644619405269623,0.96875,2,3099,,
0.1764172464609146,0.9375,2,3149,,
0.5808667540550232,0.875,2,3199,,
0.3206532299518585,0.90625,2,3249,,
0.21338990330696106,0.96875,2,3299,,
0.331548810005188,0.875,2,3349,,
0.10343046486377716,0.96875,2,3399,,
0.7947832942008972,0.875,2,3449,,
0.14179690182209015,0.96875,2,3499,,
0.22829696536064148,0.96875,2,3549,,
0.15937551856040955,0.9375,2,3599,,
0.18732726573944092,0.9375,2,3649,,
0.27591952681541443,0.875,2,3699,,
0.3409823775291443,0.9375,2,3749,,
0.162669837474823,0.96875,2,3799,,
0.31261685490608215,0.90625,2,3849,,
0.19848529994487762,0.9375,2,3899,,
0.5108060836791992,0.84375,2,3949,,
0.2678789794445038,0.9375,2,3999,,
0.18542709946632385,0.90625,2,4049,,
