train_loss,train_acc,epoch,step,dev_loss,dev_acc_haha
0.41984936594963074,0.875,0,49,,
0.2727479934692383,0.9375,0,99,,
0.311336874961853,0.9375,0,149,,
0.24869714677333832,0.90625,0,199,,
0.23988650739192963,0.96875,0,249,,
0.35037004947662354,0.96875,0,299,,
0.2590130865573883,0.9375,0,349,,
0.25087058544158936,0.90625,0,399,,
0.1752835214138031,0.96875,0,449,,
0.28777971863746643,0.90625,0,499,,
0.11153092980384827,0.96875,0,549,,
0.22473612427711487,0.9375,0,599,,
0.23855403065681458,0.96875,0,649,,
0.25052255392074585,0.90625,0,699,,
0.17177878320217133,0.9375,0,749,,
0.4005119800567627,0.875,0,799,,
0.3415569067001343,0.84375,0,849,,
0.23687638342380524,0.90625,0,899,,
0.23613910377025604,0.90625,0,949,,
0.2601134777069092,0.875,0,999,,
0.16937965154647827,0.96875,0,1049,,
0.20147687196731567,0.96875,0,1099,,
0.19784219563007355,0.9375,0,1149,,
0.28649666905403137,0.84375,0,1199,,
0.7409654855728149,0.875,0,1249,,
0.19949455559253693,0.90625,0,1299,,
0.2219078540802002,0.9375,0,1349,,
0.19113200902938843,0.96875,0,1399,,
0.3831138610839844,0.875,0,1449,,
0.3637557029724121,0.875,0,1499,,
,,0,1499,0.3153075575828552,0.909333348274231
0.21119283139705658,0.9375,1,1549,,
0.2232026606798172,0.9375,1,1599,,
0.2861344814300537,0.90625,1,1649,,
0.15285608172416687,0.90625,1,1699,,
0.4352283179759979,0.875,1,1749,,
0.4601277709007263,0.84375,1,1799,,
0.19922085106372833,0.90625,1,1849,,
0.1912470906972885,0.9375,1,1899,,
0.2333582639694214,0.90625,1,1949,,
0.18035738170146942,0.96875,1,1999,,
0.2150079756975174,0.875,1,2049,,
0.5429304838180542,0.875,1,2099,,
0.15646786987781525,0.96875,1,2149,,
0.4094095826148987,0.90625,1,2199,,
0.2130420207977295,0.84375,1,2249,,
0.40966659784317017,0.875,1,2299,,
0.2357436865568161,0.9375,1,2349,,
0.128423273563385,1.0,1,2399,,
0.08629229664802551,1.0,1,2449,,
0.1658528596162796,0.9375,1,2499,,
0.14641927182674408,0.96875,1,2549,,
0.3042944669723511,0.90625,1,2599,,
0.10379566252231598,0.9375,1,2649,,
0.41192710399627686,0.875,1,2699,,
0.05976222828030586,1.0,1,2749,,
0.16374368965625763,0.96875,1,2799,,
0.4648493528366089,0.90625,1,2849,,
0.1578587144613266,0.9375,1,2899,,
0.13547411561012268,0.96875,1,2949,,
0.219032421708107,0.9375,1,2999,,
,,1,2999,0.29828596115112305,0.9184166789054871
0.16613151133060455,0.9375,2,3049,,
0.2922849953174591,0.9375,2,3099,,
0.4194802939891815,0.90625,2,3149,,
0.07140082865953445,0.96875,2,3199,,
0.37715214490890503,0.8125,2,3249,,
0.209157332777977,0.90625,2,3299,,
0.486739844083786,0.90625,2,3349,,
