train_loss,train_acc,epoch,step,dev_loss,dev_acc
0.26769760251045227,0.90625,5,8899,,
0.7643435597419739,0.84375,5,8949,,
0.37267932295799255,0.9375,5,8999,,
,,5,8999,0.2867330014705658,0.9239166378974915
0.11904970556497574,0.9375,6,9049,,
0.2128424197435379,0.9375,6,9099,,
0.030711200088262558,1.0,6,9149,,
0.23773685097694397,0.90625,6,9199,,
0.41591885685920715,0.96875,6,9249,,
0.2785077691078186,0.90625,6,9299,,
0.08486573398113251,1.0,6,9349,,
0.2048807144165039,0.90625,6,9399,,
0.6145551800727844,0.90625,6,9449,,
0.08278337866067886,0.96875,6,9499,,
0.1674472540616989,0.9375,6,9549,,
0.6384569406509399,0.875,6,9599,,
0.34461072087287903,0.875,6,9649,,
0.17842760682106018,0.9375,6,9699,,
0.2975870966911316,0.90625,6,9749,,
0.20731796324253082,0.9375,6,9799,,
0.21253132820129395,0.9375,6,9849,,
0.30072376132011414,0.875,6,9899,,
0.26690778136253357,0.9375,6,9949,,
0.2202499806880951,0.90625,6,9999,,
0.20637691020965576,0.90625,6,10049,,
0.37064802646636963,0.90625,6,10099,,
0.30313926935195923,0.90625,6,10149,,
0.24933172762393951,0.9375,6,10199,,
0.26906517148017883,0.9375,6,10249,,
0.20458142459392548,0.9375,6,10299,,
0.07456882297992706,0.96875,6,10349,,
0.30562135577201843,0.9375,6,10399,,
0.07940623909235,0.96875,6,10449,,
0.10860894620418549,0.96875,6,10499,,
,,6,10499,0.29723748564720154,0.9224166870117188
0.18241682648658752,0.90625,7,10549,,
0.16867734491825104,0.9375,7,10599,,
0.0698409229516983,1.0,7,10649,,
0.12081541121006012,0.9375,7,10699,,
0.08010727167129517,1.0,7,10749,,
0.08076385408639908,1.0,7,10799,,
0.10246004164218903,0.96875,7,10849,,
0.47245368361473083,0.84375,7,10899,,
0.09190025925636292,0.9375,7,10949,,
0.22616447508335114,0.9375,7,10999,,
0.04316592961549759,1.0,7,11049,,
0.15996067225933075,0.9375,7,11099,,
0.053158409893512726,1.0,7,11149,,
0.22397899627685547,0.90625,7,11199,,
0.03660252317786217,1.0,7,11249,,
0.14491860568523407,0.9375,7,11299,,
0.08201498538255692,0.96875,7,11349,,
0.4746914207935333,0.875,7,11399,,
0.29685696959495544,0.84375,7,11449,,
0.4219440221786499,0.9375,7,11499,,
0.12420357763767242,0.9375,7,11549,,
0.7757580280303955,0.9375,7,11599,,
0.4090062379837036,0.875,7,11649,,
0.4063585102558136,0.90625,7,11699,,
0.14578841626644135,0.96875,7,11749,,
0.06687334179878235,1.0,7,11799,,
0.10453389585018158,0.96875,7,11849,,
0.2514078915119171,0.9375,7,11899,,
0.10303768515586853,0.96875,7,11949,,
0.11468903720378876,0.96875,7,11999,,
,,7,11999,0.29487344622612,0.9223333597183228
0.17620524764060974,0.96875,8,12049,,
0.1324143409729004,0.9375,8,12099,,
0.15562526881694794,0.9375,8,12149,,
0.25967875123023987,0.96875,8,12199,,
0.23106680810451508,0.9375,8,12249,,
0.19534504413604736,0.96875,8,12299,,
0.43462613224983215,0.8125,8,12349,,
0.2289448231458664,0.96875,8,12399,,
0.12297768145799637,0.96875,8,12449,,
0.334481418132782,0.90625,8,12499,,
0.23582620918750763,0.90625,8,12549,,
0.306580513715744,0.875,8,12599,,
0.23865091800689697,0.9375,8,12649,,
0.5598129630088806,0.875,8,12699,,
0.12008293718099594,0.96875,8,12749,,
0.23338428139686584,0.9375,8,12799,,
0.05596045404672623,1.0,8,12849,,
0.2651355266571045,0.9375,8,12899,,
0.3447483479976654,0.90625,8,12949,,
0.34233611822128296,0.90625,8,12999,,
0.4524594843387604,0.875,8,13049,,
0.12998664379119873,0.96875,8,13099,,
0.1116902157664299,0.96875,8,13149,,
0.22788146138191223,0.90625,8,13199,,
0.1652260273694992,0.9375,8,13249,,
0.11959118396043777,0.9375,8,13299,,
0.11071335524320602,1.0,8,13349,,
0.17940178513526917,0.9375,8,13399,,
0.46912798285484314,0.875,8,13449,,
0.20770661532878876,0.9375,8,13499,,
,,8,13499,0.3038268983364105,0.9190000295639038
0.117068350315094,0.96875,9,13549,,
0.08231103420257568,1.0,9,13599,,
0.19504067301750183,0.9375,9,13649,,
0.3874762952327728,0.875,9,13699,,
0.3535471558570862,0.84375,9,13749,,
0.86945641040802,0.875,9,13799,,
0.38126733899116516,0.90625,9,13849,,
0.09090594202280045,1.0,9,13899,,
0.3108004629611969,0.90625,9,13949,,
0.22309769690036774,0.96875,9,13999,,
0.3859349191188812,0.84375,9,14049,,
0.2416088879108429,0.90625,9,14099,,
0.4721328616142273,0.9375,9,14149,,
0.1737421303987503,0.96875,9,14199,,
0.4367307722568512,0.875,9,14249,,
0.6603908538818359,0.90625,9,14299,,
0.10430411994457245,0.96875,9,14349,,
0.3417120575904846,0.96875,9,14399,,
0.3703533709049225,0.875,9,14449,,
0.2516273558139801,0.90625,9,14499,,
0.3073120713233948,0.90625,9,14549,,
0.3826594650745392,0.90625,9,14599,,
0.09786305576562881,0.96875,9,14649,,
0.17671188712120056,0.96875,9,14699,,
0.3020494878292084,0.90625,9,14749,,
0.916722297668457,0.875,9,14799,,
0.2426857203245163,0.9375,9,14849,,
0.29999208450317383,0.90625,9,14899,,
0.16328231990337372,0.96875,9,14949,,
0.20621345937252045,0.90625,9,14999,,
,,9,14999,0.32277917861938477,0.9124166369438171
