train_loss,train_acc,epoch,step,dev_loss,dev_acc
0.4515465497970581,0.9375,0,49,,
0.47548907995224,0.875,0,99,,
0.32547470927238464,0.90625,0,149,,
0.25157707929611206,0.9375,0,199,,
0.20750807225704193,0.96875,0,249,,
0.5043773055076599,0.84375,0,299,,
0.4043048620223999,0.90625,0,349,,
0.43102553486824036,0.90625,0,399,,
0.39504560828208923,0.875,0,449,,
0.43966755270957947,0.90625,0,499,,
0.4539322257041931,0.9375,0,549,,
0.2075774371623993,0.9375,0,599,,
0.23636431992053986,0.9375,0,649,,
0.5029754638671875,0.875,0,699,,
0.2514571249485016,0.96875,0,749,,
0.1765584796667099,0.96875,0,799,,
0.07164853811264038,1.0,0,849,,
0.3603004813194275,0.875,0,899,,
0.3475378155708313,0.875,0,949,,
0.0637463629245758,1.0,0,999,,
0.6904702186584473,0.84375,0,1049,,
0.29768091440200806,0.875,0,1099,,
0.6421042680740356,0.84375,0,1149,,
0.21066227555274963,0.875,0,1199,,
0.4695870578289032,0.875,0,1249,,
0.2267833948135376,0.9375,0,1299,,
0.1498052328824997,0.9375,0,1349,,
0.9695731401443481,0.875,0,1399,,
0.18599329888820648,0.9375,0,1449,,
0.3981601595878601,0.90625,0,1499,,
,,0,1499,0.30633649230003357,0.9162499904632568
0.2761329710483551,0.90625,1,1549,,
0.49126315116882324,0.875,1,1599,,
0.48860612511634827,0.90625,1,1649,,
0.2777312695980072,0.9375,1,1699,,
0.26933753490448,0.90625,1,1749,,
0.22024807333946228,0.90625,1,1799,,
0.37582045793533325,0.9375,1,1849,,
0.5785645246505737,0.84375,1,1899,,
0.13079345226287842,1.0,1,1949,,
0.3503113090991974,0.84375,1,1999,,
0.2388520985841751,0.96875,1,2049,,
0.22039631009101868,0.9375,1,2099,,
0.15405042469501495,0.9375,1,2149,,
0.2405150979757309,0.90625,1,2199,,
0.2935006320476532,0.96875,1,2249,,
0.29017752408981323,0.90625,1,2299,,
0.24558228254318237,0.9375,1,2349,,
0.39109131693840027,0.90625,1,2399,,
0.28007999062538147,0.9375,1,2449,,
0.4404522478580475,0.875,1,2499,,
1.0273350477218628,0.8125,1,2549,,
0.07483576238155365,0.96875,1,2599,,
0.13313928246498108,0.96875,1,2649,,
0.1597607135772705,0.96875,1,2699,,
0.18621790409088135,0.9375,1,2749,,
0.2651376724243164,0.90625,1,2799,,
0.19271354377269745,0.96875,1,2849,,
0.6224774718284607,0.84375,1,2899,,
0.910457968711853,0.8125,1,2949,,
0.2994533181190491,0.84375,1,2999,,
,,1,2999,0.32213833928108215,0.9077500104904175
0.2004983127117157,0.96875,2,3049,,
0.4518151581287384,0.84375,2,3099,,
0.0797300860285759,1.0,2,3149,,
0.2708379030227661,0.9375,2,3199,,
0.13746382296085358,0.96875,2,3249,,
0.08042502403259277,0.96875,2,3299,,
0.1804426908493042,0.9375,2,3349,,
0.21052837371826172,0.9375,2,3399,,
0.21934637427330017,0.96875,2,3449,,
0.12737011909484863,0.96875,2,3499,,
0.11480496823787689,1.0,2,3549,,
0.13754290342330933,0.96875,2,3599,,
0.1582881212234497,0.90625,2,3649,,
0.14858658611774445,0.9375,2,3699,,
0.18582876026630402,0.9375,2,3749,,
0.22555981576442719,0.9375,2,3799,,
0.3284541070461273,0.875,2,3849,,
0.30021679401397705,0.96875,2,3899,,
0.18920384347438812,0.9375,2,3949,,
0.4986165463924408,0.875,2,3999,,
0.3989792764186859,0.875,2,4049,,
0.4037316143512726,0.84375,2,4099,,
0.17090767621994019,0.96875,2,4149,,
0.28824281692504883,0.9375,2,4199,,
0.07422635704278946,1.0,2,4249,,
0.2510267496109009,0.90625,2,4299,,
0.28187742829322815,0.90625,2,4349,,
0.46224507689476013,0.90625,2,4399,,
0.28344595432281494,0.875,2,4449,,
0.20062948763370514,0.9375,2,4499,,
,,2,4499,0.29263541102409363,0.9193333387374878
0.28406408429145813,0.875,3,4549,,
0.23432202637195587,0.90625,3,4599,,
0.08515386283397675,0.96875,3,4649,,
0.25174039602279663,0.875,3,4699,,
0.19184651970863342,0.90625,3,4749,,
0.20844751596450806,0.96875,3,4799,,
0.6339711546897888,0.9375,3,4849,,
0.2216760665178299,0.9375,3,4899,,
0.20186160504817963,0.90625,3,4949,,
0.5814285278320312,0.9375,3,4999,,
0.33384037017822266,0.84375,3,5049,,
0.06774380058050156,1.0,3,5099,,
0.25883522629737854,0.90625,3,5149,,
0.37461379170417786,0.875,3,5199,,
0.16170035302639008,0.96875,3,5249,,
0.22205489873886108,0.9375,3,5299,,
0.314153254032135,0.875,3,5349,,
0.8065667748451233,0.84375,3,5399,,
0.15020817518234253,0.96875,3,5449,,
0.7072290182113647,0.8125,3,5499,,
0.33754637837409973,0.9375,3,5549,,
0.5962960124015808,0.90625,3,5599,,
0.36157524585723877,0.875,3,5649,,
0.3556336760520935,0.90625,3,5699,,
0.326163113117218,0.9375,3,5749,,
0.6532745957374573,0.875,3,5799,,
0.18266037106513977,0.9375,3,5849,,
0.0637117475271225,0.96875,3,5899,,
0.15408232808113098,0.9375,3,5949,,
0.442494660615921,0.90625,3,5999,,
,,3,5999,0.2892131507396698,0.92166668176651
0.2818301320075989,0.875,4,6049,,
0.3706115186214447,0.9375,4,6099,,
0.29622554779052734,0.84375,4,6149,,
0.15058059990406036,0.9375,4,6199,,
0.222104012966156,0.9375,4,6249,,
0.12767501175403595,0.90625,4,6299,,
0.8699390888214111,0.8125,4,6349,,
0.0395376980304718,1.0,4,6399,,
0.13174882531166077,0.96875,4,6449,,
0.5198201537132263,0.875,4,6499,,
0.27556803822517395,0.9375,4,6549,,
0.17272715270519257,0.90625,4,6599,,
0.05192546546459198,1.0,4,6649,,
0.24195675551891327,0.96875,4,6699,,
0.045005299150943756,1.0,4,6749,,
0.3549017310142517,0.90625,4,6799,,
0.31440338492393494,0.90625,4,6849,,
0.3712032735347748,0.9375,4,6899,,
0.3562473654747009,0.90625,4,6949,,
0.21500468254089355,0.96875,4,6999,,
0.42934268712997437,0.875,4,7049,,
0.26544779539108276,0.90625,4,7099,,
0.32692670822143555,0.875,4,7149,,
0.10637029260396957,0.96875,4,7199,,
0.333280086517334,0.84375,4,7249,,
0.08158159255981445,0.96875,4,7299,,
0.07874912023544312,1.0,4,7349,,
0.14655174314975739,0.96875,4,7399,,
0.27390557527542114,0.84375,4,7449,,
0.07824628800153732,1.0,4,7499,,
,,4,7499,0.29593634605407715,0.9223333597183228
0.25416532158851624,0.9375,5,7549,,
0.10640797019004822,0.9375,5,7599,,
0.25940001010894775,0.9375,5,7649,,
0.13045130670070648,0.96875,5,7699,,
0.1052873507142067,0.96875,5,7749,,
0.14567996561527252,0.96875,5,7799,,
0.13897696137428284,0.9375,5,7849,,
0.12489701062440872,0.96875,5,7899,,
0.5179151296615601,0.875,5,7949,,
0.1943190097808838,0.90625,5,7999,,
0.5091506242752075,0.84375,5,8049,,
0.21835541725158691,0.90625,5,8099,,
0.07722657918930054,0.96875,5,8149,,
0.3631034195423126,0.90625,5,8199,,
0.15649154782295227,0.96875,5,8249,,
0.1724938005208969,0.9375,5,8299,,
0.32497403025627136,0.875,5,8349,,
0.2442062646150589,0.875,5,8399,,
0.29303574562072754,0.875,5,8449,,
0.1168288066983223,0.96875,5,8499,,
0.1097799763083458,0.96875,5,8549,,
0.20935168862342834,0.90625,5,8599,,
0.20449739694595337,0.90625,5,8649,,
0.17936648428440094,0.96875,5,8699,,
0.14401553571224213,0.96875,5,8749,,
0.11658652871847153,0.96875,5,8799,,
0.3539872169494629,0.875,5,8849,,
