train_loss,train_acc,epoch,step,dev_loss,dev_acchaha
0.4271460473537445,0.90625,1,2349,,
0.14200598001480103,0.96875,1,2399,,
0.23447097837924957,0.9375,1,2449,,
0.2140832543373108,0.90625,1,2499,,
0.18082621693611145,0.9375,1,2549,,
0.3802776634693146,0.90625,1,2599,,
0.11879275739192963,0.96875,1,2649,,
0.5003206729888916,0.875,1,2699,,
0.2637068033218384,0.9375,1,2749,,
0.18605850636959076,0.90625,1,2799,,
0.18150873482227325,0.90625,1,2849,,
0.5177924633026123,0.84375,1,2899,,
0.28577375411987305,0.90625,1,2949,,
0.2961193025112152,0.90625,1,2999,,
,,1,2999,0.291517049074173,0.9165833592414856
0.1604728400707245,0.96875,2,3049,,
0.20141369104385376,0.90625,2,3099,,
0.2044617086648941,0.9375,2,3149,,
0.2865980863571167,0.9375,2,3199,,
0.14054624736309052,0.96875,2,3249,,
0.07492411881685257,1.0,2,3299,,
0.16489572823047638,0.9375,2,3349,,
0.35477983951568604,0.875,2,3399,,
0.23470626771450043,0.90625,2,3449,,
0.3033997118473053,0.90625,2,3499,,
0.29762667417526245,0.90625,2,3549,,
0.36194294691085815,0.90625,2,3599,,
0.22764895856380463,0.9375,2,3649,,
0.10171176493167877,0.96875,2,3699,,
0.48597896099090576,0.8125,2,3749,,
0.2002120167016983,0.9375,2,3799,,
0.2535037100315094,0.90625,2,3849,,
0.19482535123825073,0.90625,2,3899,,
0.3078271746635437,0.875,2,3949,,
0.1980358064174652,0.96875,2,3999,,
0.09352713823318481,0.96875,2,4049,,
0.1878252774477005,0.9375,2,4099,,
0.313992440700531,0.9375,2,4149,,
0.29372841119766235,0.90625,2,4199,,
0.9730086326599121,0.84375,2,4249,,
0.1932889223098755,0.9375,2,4299,,
0.39373457431793213,0.96875,2,4349,,
0.1492438167333603,0.9375,2,4399,,
0.44653257727622986,0.90625,2,4449,,
0.5409558415412903,0.875,2,4499,,
,,2,4499,0.3037247061729431,0.9157500267028809
0.1525462418794632,0.96875,3,4549,,
0.30454325675964355,0.96875,3,4599,,
0.10136008262634277,0.96875,3,4649,,
0.18011438846588135,0.9375,3,4699,,
0.6375939249992371,0.875,3,4749,,
0.5288859009742737,0.96875,3,4799,,
0.23250509798526764,0.875,3,4849,,
0.09580463916063309,1.0,3,4899,,
0.2332388162612915,0.9375,3,4949,,
0.20824557542800903,0.9375,3,4999,,
0.06642454862594604,1.0,3,5049,,
0.3878198564052582,0.8125,3,5099,,
0.13033412396907806,0.9375,3,5149,,
0.10249610990285873,1.0,3,5199,,
0.1339743584394455,0.9375,3,5249,,
0.31103256344795227,0.9375,3,5299,,
0.08241386711597443,1.0,3,5349,,
0.3562731444835663,0.90625,3,5399,,
0.27605754137039185,0.90625,3,5449,,
0.24125942587852478,0.90625,3,5499,,
0.5391062498092651,0.875,3,5549,,
0.22398605942726135,0.9375,3,5599,,
0.046718042343854904,1.0,3,5649,,
0.10061969608068466,1.0,3,5699,,
0.12393806874752045,0.96875,3,5749,,
0.2767948508262634,0.90625,3,5799,,
0.3723377287387848,0.90625,3,5849,,
0.11409242451190948,0.96875,3,5899,,
0.28945761919021606,0.90625,3,5949,,
0.9040923118591309,0.75,3,5999,,
,,3,5999,0.31454551219940186,0.9082499742507935
0.21923790872097015,0.875,4,6049,,
0.4858737587928772,0.9375,4,6099,,
0.2530980408191681,0.9375,4,6149,,
0.28867003321647644,0.9375,4,6199,,
0.22404879331588745,0.96875,4,6249,,
0.25339141488075256,0.9375,4,6299,,
0.6318047046661377,0.8125,4,6349,,
0.23503409326076508,0.90625,4,6399,,
0.3315424919128418,0.9375,4,6449,,
0.1967511922121048,0.90625,4,6499,,
0.26583874225616455,0.96875,4,6549,,
0.6824318170547485,0.875,4,6599,,
0.2270495742559433,0.9375,4,6649,,
0.11071018874645233,0.96875,4,6699,,
0.41115492582321167,0.90625,4,6749,,
0.3197879195213318,0.875,4,6799,,
0.3334764242172241,0.90625,4,6849,,
0.33893534541130066,0.84375,4,6899,,
0.13504017889499664,0.96875,4,6949,,
0.5340522527694702,0.875,4,6999,,
0.25571000576019287,0.90625,4,7049,,
0.5709752440452576,0.875,4,7099,,
0.07811183482408524,1.0,4,7149,,
0.8407831788063049,0.84375,4,7199,,
0.20688287913799286,0.9375,4,7249,,
0.4244857430458069,0.90625,4,7299,,
0.3064359426498413,0.90625,4,7349,,
0.14785705506801605,1.0,4,7399,,
0.08660901337862015,0.96875,4,7449,,
0.1943008154630661,0.9375,4,7499,,
,,4,7499,0.29068392515182495,0.9198333621025085
0.514205813407898,0.90625,5,7549,,
0.2076929211616516,0.9375,5,7599,,
0.211203470826149,0.9375,5,7649,,
0.1066732257604599,0.96875,5,7699,,
0.30663833022117615,0.9375,5,7749,,
0.4776289761066437,0.90625,5,7799,,
0.3476423919200897,0.9375,5,7849,,
0.4778788387775421,0.90625,5,7899,,
0.3734705150127411,0.84375,5,7949,,
0.03620854765176773,1.0,5,7999,,
0.28344666957855225,0.9375,5,8049,,
0.7300071120262146,0.84375,5,8099,,
0.18972095847129822,0.9375,5,8149,,
0.22542773187160492,0.90625,5,8199,,
0.2012806385755539,0.9375,5,8249,,
0.32723915576934814,0.90625,5,8299,,
0.13251595199108124,0.9375,5,8349,,
0.19755998253822327,0.9375,5,8399,,
0.1734446883201599,0.90625,5,8449,,
0.18965689837932587,0.90625,5,8499,,
0.06660270690917969,1.0,5,8549,,
0.4145773947238922,0.9375,5,8599,,
0.2638413608074188,0.90625,5,8649,,
0.11126965284347534,1.0,5,8699,,
0.053397033363580704,1.0,5,8749,,
0.5349745750427246,0.90625,5,8799,,
0.22913996875286102,0.90625,5,8849,,
0.14647574722766876,0.96875,5,8899,,
0.14179974794387817,0.9375,5,8949,,
0.27385589480400085,0.9375,5,8999,,
,,5,8999,0.3046267032623291,0.9132500290870667
0.18089717626571655,0.96875,6,9049,,
0.9053255915641785,0.84375,6,9099,,
0.3113744556903839,0.90625,6,9149,,
0.199490025639534,0.9375,6,9199,,
0.09992078691720963,0.9375,6,9249,,
0.21912449598312378,0.9375,6,9299,,
0.09754636138677597,0.96875,6,9349,,
0.2118092179298401,0.90625,6,9399,,
0.5273067951202393,0.90625,6,9449,,
0.043735016137361526,1.0,6,9499,,
0.17186269164085388,0.96875,6,9549,,
0.12289160490036011,0.96875,6,9599,,
0.10496975481510162,0.96875,6,9649,,
0.8457798361778259,0.8125,6,9699,,
0.1910283863544464,0.9375,6,9749,,
0.5241250395774841,0.84375,6,9799,,
0.03091391548514366,1.0,6,9849,,
0.07951921969652176,0.96875,6,9899,,
0.33936548233032227,0.90625,6,9949,,
0.3573541045188904,0.9375,6,9999,,
0.21756960451602936,0.9375,6,10049,,
0.2792818546295166,0.90625,6,10099,,
0.25154605507850647,0.90625,6,10149,,
0.5873029232025146,0.875,6,10199,,
0.1922754943370819,0.96875,6,10249,,
0.1538185477256775,0.9375,6,10299,,
0.117643803358078,0.9375,6,10349,,
0.3206309378147125,0.9375,6,10399,,
0.20823076367378235,0.9375,6,10449,,
0.30469760298728943,0.90625,6,10499,,
,,6,10499,0.2928386628627777,0.921999990940094
0.1070387214422226,0.96875,7,10549,,
0.14896225929260254,0.9375,7,10599,,
0.30741146206855774,0.875,7,10649,,
0.21289895474910736,0.9375,7,10699,,
0.22620609402656555,0.84375,7,10749,,
0.1302376389503479,0.9375,7,10799,,
0.05693019554018974,1.0,7,10849,,
0.14563968777656555,0.96875,7,10899,,
0.26348477602005005,0.90625,7,10949,,
0.12419385462999344,0.9375,7,10999,,
0.12516134977340698,0.9375,7,11049,,
0.07254234701395035,0.96875,7,11099,,
0.17212530970573425,0.9375,7,11149,,
0.1485772281885147,0.9375,7,11199,,
0.28079497814178467,0.90625,7,11249,,
0.17741572856903076,0.96875,7,11299,,
0.13478627800941467,0.9375,7,11349,,
0.16111263632774353,0.96875,7,11399,,
0.5149131417274475,0.9375,7,11449,,
0.40432512760162354,0.875,7,11499,,
0.3544118106365204,0.875,7,11549,,
0.05938698351383209,1.0,7,11599,,
0.2287236601114273,0.9375,7,11649,,
0.45990273356437683,0.9375,7,11699,,
0.2897770404815674,0.9375,7,11749,,
0.29294922947883606,0.90625,7,11799,,
0.829255998134613,0.875,7,11849,,
0.2990435063838959,0.90625,7,11899,,
0.2522464692592621,0.9375,7,11949,,
0.3489135205745697,0.875,7,11999,,
,,7,11999,0.29176655411720276,0.9191666841506958
0.3038581609725952,0.9375,8,12049,,
0.23515239357948303,0.96875,8,12099,,
0.7551862597465515,0.84375,8,12149,,
0.23737552762031555,0.9375,8,12199,,
0.16280943155288696,0.9375,8,12249,,
0.18607600033283234,0.9375,8,12299,,
0.30864790081977844,0.90625,8,12349,,
0.0524541437625885,1.0,8,12399,,
0.2836022675037384,0.96875,8,12449,,
0.11278282105922699,1.0,8,12499,,
0.30322182178497314,0.875,8,12549,,
0.23019495606422424,0.90625,8,12599,,
0.10091681033372879,0.96875,8,12649,,
0.10911505669355392,0.96875,8,12699,,
0.49264922738075256,0.90625,8,12749,,
0.28505823016166687,0.9375,8,12799,,
0.043311018496751785,1.0,8,12849,,
0.13615338504314423,0.9375,8,12899,,
0.1964748650789261,0.96875,8,12949,,
0.07776933163404465,1.0,8,12999,,
0.05440530180931091,1.0,8,13049,,
0.5376879572868347,0.84375,8,13099,,
0.1671154797077179,0.9375,8,13149,,
0.07645046710968018,0.96875,8,13199,,
0.2872529625892639,0.90625,8,13249,,
0.27493688464164734,0.9375,8,13299,,
0.40066128969192505,0.90625,8,13349,,
0.26626473665237427,0.90625,8,13399,,
0.2726324200630188,0.90625,8,13449,,
0.5301781892776489,0.90625,8,13499,,
,,8,13499,0.29160863161087036,0.922166645526886
0.10952840745449066,0.96875,9,13549,,
0.03504055365920067,1.0,9,13599,,
0.13369688391685486,0.9375,9,13649,,
0.4919095039367676,0.875,9,13699,,
0.24947108328342438,0.875,9,13749,,
0.12892450392246246,0.96875,9,13799,,
0.33440864086151123,0.875,9,13849,,
0.2750387191772461,0.90625,9,13899,,
0.23609797656536102,0.90625,9,13949,,
0.07245993614196777,1.0,9,13999,,
0.09305375069379807,0.96875,9,14049,,
0.7750881314277649,0.90625,9,14099,,
0.06907662749290466,1.0,9,14149,,
0.348609060049057,0.96875,9,14199,,
0.24189361929893494,0.9375,9,14249,,
0.1343688815832138,0.9375,9,14299,,
0.27179238200187683,0.90625,9,14349,,
0.35532331466674805,0.9375,9,14399,,
0.04261787235736847,1.0,9,14449,,
0.4917176067829132,0.84375,9,14499,,
0.21212178468704224,0.96875,9,14549,,
0.15112650394439697,0.90625,9,14599,,
0.22653022408485413,0.9375,9,14649,,
0.1802045851945877,0.90625,9,14699,,
0.10457108169794083,0.96875,9,14749,,
0.3043169677257538,0.9375,9,14799,,
0.09833666682243347,0.96875,9,14849,,
0.41940298676490784,0.84375,9,14899,,
0.4034046232700348,0.84375,9,14949,,
0.24004662036895752,0.96875,9,14999,,
,,9,14999,0.3092065751552582,0.9157500267028809
